No;Nama Aset;ID Functloc;Techidentno;Jenis Aset;Merk;Serial ID;Phasa;Status Asset;Fungsi;Tipe Aset;Daya;Tegangan;Tahun Buat;Tahun Operasi;Status Usia;Unit Induk;Unit Pelaksana;Ultg;Gardu Induk;Bay;Penempatan;AHI;Jumlah Parameter Pemicu;Parameter Pemicu;Jumlah Sub Sistem Pemicu;Kualitas Data
1;25341401801800000003 - Substation Rectifier - CDP - CD-0511-1-648 - RST;TRS-3414-018.018-G0001;25341401801800000003;Substation Rectifier;CDP;CD-0511-1-648;RST;PLN_OPERASI;-;CD-9R-110/ 48308;-;-;2016;-;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;GEDUNG;RECTIFIER 110V UNIT 1;2 - Good;0;-;0;51.11%
2;24341401801800000002 - Substation Battery - HBL - unit 2/3156299S120002-01A - RST;TRS-3414-018.018-G0001;24341401801800000002;Substation Battery;HBL;unit 2/3156299S120002-01A;RST;PLN_OPERASI;-;KPM 212P;-;-;2017;2017;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;GEDUNG;BATERE 110 VDC UNIT 1;5 - Critical;1;"Thermovisi Konektor/ Terminal (3.4, 5 - Critical)";1;46.67%
6;15312701801800000001 - Disconnecting Switch - COELME - 8895/1-8898/9-8896/3 - RST;TRS-3414-018.018-B0002;15312701801800000001;Disconnecting Switch;COELME;8895/1-8898/9-8896/3;RST;PLN_OPERASI;-;SDC;-;150 kV;1994;1997;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#1;BUS;4 - Poor;1;"Thermovisi kontak finger /pisau (38.4, 4 - Poor)";1;66.67%
8;14341401801800000001 - Circuit Breaker - UNINDO - 133000000000 - S;TRS-3414-018.018-B0002;14341401801800000001;Circuit Breaker;UNINDO;133000000000;S;PLN_OPERASI;-;GL313F1/4031P;-;150 kV;2018;2020;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#1;BAY CILEGON BARU 1;3 - Fair;0;-;0;79.61%
9;13341401801800000040 - Current Transformer - ABB - AJ22110459 - R;TRS-3414-018.018-B0002;13341401801800000040;Current Transformer;ABB;AJ22110459;R;PLN_OPERASI;U;LB7 - 170;-;150 kV;2022;2023;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#1;CILEGON BARU #1;2 - Good;0;-;0;39.26%
10;16312701801800000002 - Lightning Arrester - ABB - 8331171 - T;TRS-3414-018.018-B0002;16312701801800000002;Lightning Arrester;ABB;8331171;T;PLN_OPERASI;-;EXLIM R162-AH14 - 70KV;-;150 kV;1996;1997;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#1;BAY PHT;2 - Good;0;-;0;100.0%
11;13341401801800000041 - Current Transformer - ABB - AJ22110481 - S;TRS-3414-018.018-B0002;13341401801800000041;Current Transformer;ABB;AJ22110481;S;PLN_OPERASI;U;LB7 - 170;-;150 kV;2022;2023;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#1;CILEGON BARU #1;2 - Good;0;-;0;39.26%
13;15312701801800000002 - Disconnecting Switch - COELME - 8896/1-8889/2-8897/3 - RST;TRS-3414-018.018-B0002;15312701801800000002;Disconnecting Switch;COELME;8896/1-8889/2-8897/3;RST;PLN_OPERASI;-;SDC;-;150 kV;1994;1997;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#1;LINE;2 - Good;0;-;0;83.33%
14;14341401801800000002 - Circuit Breaker - UNINDO - 13313028015 - T;TRS-3414-018.018-B0002;14341401801800000002;Circuit Breaker;UNINDO;13313028015;T;PLN_OPERASI;-;GL313F3/4031P;-;150 kV;2018;2020;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#1;BAY CILEGON BARU 1;3 - Fair;0;-;0;79.61%
15;16312701801800000003 - Lightning Arrester - ABB - 8331114 - S;TRS-3414-018.018-B0002;16312701801800000003;Lightning Arrester;ABB;8331114;S;PLN_OPERASI;-;EXLIM R162-AH14 - 70KV;-;150 kV;1996;1997;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#1;BAY PHT;3 - Fair;0;-;0;100.0%
16;16312701801800000001 - Lightning Arrester - ABB - 8331169 - R;TRS-3414-018.018-B0002;16312701801800000001;Lightning Arrester;ABB;8331169;R;PLN_OPERASI;-;EXLIM R162-AH14 - 70KV;-;150 kV;1996;1997;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#1;BAY PHT;2 - Good;0;-;0;100.0%
17;13341401801800000042 - Current Transformer - TRENCH - 2200593 - T;TRS-3414-018.018-B0002;13341401801800000042;Current Transformer;TRENCH;2200593;T;PLN_OPERASI;U;IOSK - 170;-;150 kV;2021;2023;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#1;CILEGON BARU #1;2 - Good;0;-;0;39.26%
20;14341401801800000040 - Circuit Breaker - UNINDO - 13313028015 - R;TRS-3414-018.018-B0002;14341401801800000040;Circuit Breaker;UNINDO;13313028015;R;PLN_OPERASI;-;GL313F1/4031P;-;150 kV;2018;2020;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#1;BAY CILEGON BARU 1;3 - Fair;0;-;0;79.61%
22;54341401801800000002 - Over Current Relay - TOSHIBA - 8888 - RST;TRS-3414-018.018-B0002;54341401801800000002;Over Current Relay;TOSHIBA;8888;RST;PLN_OPERASI;OCR + GFR;GRE110;-;150 kV;2018;-;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#1;PANEL;1 - Very Good;0;-;0;43.33%
24;57341401801800000001 - Differential Relay - ABB - 8888 - RST;TRS-3414-018.018-B0002;57341401801800000001;Differential Relay;ABB;8888;RST;PLN_OPERASI;87L;GRL200;-;150 kV;2018;-;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#1;PANEL;1 - Very Good;0;-;0;76.67%
25;13341401801800000045 - Current Transformer - ABB - GD18/632P158501 - T;TRS-3414-018.018-B0004;13341401801800000045;Current Transformer;ABB;GD18/632P158501;T;PLN_OPERASI;P;TAT UA311632P1475;-;150 kV;2019;2019;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#2;BAY CLGRU #2;2 - Good;0;-;0;26.25%
26;13341401801800000048 - Current Transformer - ABB - GD18/632P158603 - T;TRS-3414-018.018-B0004;13341401801800000048;Current Transformer;ABB;GD18/632P158603;T;PLN_OPERASI;P;TAT UA311632P1475;-;150 kV;2019;2019;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#2;BAY CLGRU #2;2 - Good;0;-;0;26.25%
27;15341401801800000001 - Disconnecting Switch - ABB - 5000048514-10-002/MM1/01 - RST;TRS-3414-018.018-B0004;15341401801800000001;Disconnecting Switch;ABB;5000048514-10-002/MM1/01;RST;PLN_OPERASI;-;SDF170;-;150 kV;2017;2019;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#2;LINE;2 - Good;0;-;0;58.33%
28;15341401801800000042 - Disconnecting Switch - ABB - 5000048514-10-002/MMI/02 - RST;TRS-3414-018.018-B0004;15341401801800000042;Disconnecting Switch;ABB;5000048514-10-002/MMI/02;RST;PLN_OPERASI;-;SDF170;-;150 kV;2017;2019;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#2;BUS;1 - Very Good;0;-;0;11.11%
29;13341401801800000043 - Current Transformer - ABB - GD18/632P158502 - R;TRS-3414-018.018-B0004;13341401801800000043;Current Transformer;ABB;GD18/632P158502;R;PLN_OPERASI;P;TAT UA311632P1475;-;150 kV;2019;2019;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#2;BAY CLGRU #2;2 - Good;0;-;0;26.25%
30;13341401801800000044 - Current Transformer - ABB - GD18/632P158503 - S;TRS-3414-018.018-B0004;13341401801800000044;Current Transformer;ABB;GD18/632P158503;S;PLN_OPERASI;P;TAT UA311632P1475;-;150 kV;2019;2019;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#2;BAY CLGRU #2;2 - Good;0;-;0;26.25%
31;13341401801800000047 - Current Transformer - ABB - GD18/632P158601 - S;TRS-3414-018.018-B0004;13341401801800000047;Current Transformer;ABB;GD18/632P158601;S;PLN_OPERASI;P;TAT UA311632P1475;-;150 kV;2019;2019;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#2;BAY CLGRU #2;2 - Good;0;-;0;26.25%
32;57341401801800000002 - Differential Relay - ABB - 8888 - RST;TRS-3414-018.018-B0004;57341401801800000002;Differential Relay;ABB;8888;RST;PLN_OPERASI;87L;GRL200;-;150 kV;2018;-;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#2;PANEL;1 - Very Good;0;-;0;76.67%
33;14341401801800000004 - Circuit Breaker - ABB - 2GJF1800001529 - T;TRS-3414-018.018-B0004;14341401801800000004;Circuit Breaker;ABB;2GJF1800001529;T;PLN_OPERASI;-;PASS MO SBB;-;150 kV;2019;2019;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#2;BAY CILEGON BARU FASA T;3 - Fair;0;-;0;68.43%
34;14341401801800000003 - Circuit Breaker - ABB - 2GJF1800001529 - S;TRS-3414-018.018-B0004;14341401801800000003;Circuit Breaker;ABB;2GJF1800001529;S;PLN_OPERASI;-;PASS MO SBB;-;150 kV;2019;2019;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#2;BAY CILEGON BARU FASA S;3 - Fair;0;-;0;68.43%
35;13341401801800000046 - Current Transformer - ABB - GD18/632P158602 - R;TRS-3414-018.018-B0004;13341401801800000046;Current Transformer;ABB;GD18/632P158602;R;PLN_OPERASI;P;TAT UA311632P1475;-;150 kV;2019;2019;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#2;BAY CLGRU #2;2 - Good;0;-;0;26.25%
36;14341401801800000041 - Circuit Breaker - ABB - 2GJF1800001529 - R;TRS-3414-018.018-B0004;14341401801800000041;Circuit Breaker;ABB;2GJF1800001529;R;PLN_OPERASI;-;PASS MO SBB;-;150 kV;2019;2019;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#2;BAY CILEGON BARU FASA R;3 - Fair;0;-;0;68.43%
37;15341401801800000002 - Disconnecting Switch - ABB - 5000048514-10-002/a-b-c - RST;TRS-3414-018.018-B0004;15341401801800000002;Disconnecting Switch;ABB;5000048514-10-002/a-b-c;RST;PLN_OPERASI;-;SDF170;-;150 kV;2019;2019;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#2;BUS;1 - Very Good;0;-;0;50.0%
38;54341401801800000003 - Over Current Relay - TOSHIBA - 8888 - RST;TRS-3414-018.018-B0004;54341401801800000003;Over Current Relay;TOSHIBA;8888;RST;PLN_OPERASI;OCR + GFR;GRE110;-;150 kV;2018;-;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#2;PANEL;1 - Very Good;0;-;0;43.33%
39;12341401801800000006 - Potential Transformer - TRENCH - 10005976 - T;TRS-3414-018.018-B0001;12341401801800000006;Potential Transformer;TRENCH;10005976;T;PLN_OPERASI;-;161SL1W;-;150 kV;2010;2014;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;TRF K#1 150/11.5KV;BAY TRAFO KONSUMEN 1;2 - Good;0;-;0;47.78%
40;12341401801800000004 - Potential Transformer - TRENCH - 10005975 - R;TRS-3414-018.018-B0001;12341401801800000004;Potential Transformer;TRENCH;10005975;R;PLN_OPERASI;-;161SL1 W;-;150 kV;2010;2014;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;TRF K#1 150/11.5KV;BAY TRAFO KONSUMEN 1;2 - Good;0;-;0;47.78%
41;12341401801800000005 - Potential Transformer - TRENCH - 10005974 - S;TRS-3414-018.018-B0001;12341401801800000005;Potential Transformer;TRENCH;10005974;S;PLN_OPERASI;-;161SL1 W;-;150 kV;2010;2014;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;TRF K#1 150/11.5KV;BAY TRAFO KONSUMEN 1;2 - Good;0;-;0;47.78%
43;13312701801800000007 - Current Transformer - TRENCH - 27829/080/017 - R;TRS-3414-018.018-B0001;13312701801800000007;Current Transformer;TRENCH;27829/080/017;R;PLN_OPERASI;U;IOSK170;-;150 kV;2013;2014;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;TRF K#1 150/11.5KV;BAY KTT;2 - Good;0;-;0;39.26%
44;13312701801800000008 - Current Transformer - TRENCH - 27829/080/023 - S;TRS-3414-018.018-B0001;13312701801800000008;Current Transformer;TRENCH;27829/080/023;S;PLN_OPERASI;U;IOSK170;-;150 kV;2013;2014;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;TRF K#1 150/11.5KV;BAY KTT;2 - Good;0;-;0;39.26%
45;13312701801800000009 - Current Transformer - TRENCH - 27829/080/023 - T;TRS-3414-018.018-B0001;13312701801800000009;Current Transformer;TRENCH;27829/080/023;T;PLN_OPERASI;U;IOSK170;-;150 kV;2013;2014;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;TRF K#1 150/11.5KV;BAY KTT;2 - Good;0;-;0;39.26%
46;12341209809800000030 - Potential Transformer - TRENCH ITALIA - 30099072 - S;TRS-3412-098.098-B0001;12341209809800000030;Potential Transformer;TRENCH ITALIA;30099072;S;PLN_OPERASI;-;TCVT 170;-;150 kV;2014;2015;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;BUSBAR A 150KV;BUSBAR A 150kV;2 - Good;0;-;0;46.11%
47;12341209809800000029 - Potential Transformer - TRENCH ITALIA - 30099070 - S;TRS-3412-098.098-B0002;12341209809800000029;Potential Transformer;TRENCH ITALIA;30099070;S;PLN_OPERASI;-;TCVT 170;-;150 kV;2014;2015;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;BUSBAR B 150KV;BUSBAR B 150kV;2 - Good;0;-;0;46.11%
51;24312509809800000002 - Substation Battery - SAFT - 24.20110714.02/31-02804-01 - RST;TRS-3412-098.098-G0001;24312509809800000002;Substation Battery;SAFT;24.20110714.02/31-02804-01;RST;PLN_OPERASI;-;SBM 208-2;-;-;2009;2011;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;GEDUNG;BATTERY 110VDC UNIT 1;-;0;-;0;0%
52;25341209809800000005 - Substation Rectifier - CDP - CD-2018-1-49 - RST;TRS-3412-098.098-G0001;25341209809800000005;Substation Rectifier;CDP;CD-2018-1-49;RST;PLN_OPERASI;-;CD-9R1101210;-;-;2018;2018;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;GEDUNG;RECTIFIER 110 V UNIT 1;-;0;-;0;0%
53;24312509809800000001 - Substation Battery - SAFT - 24.20110705.01/31-02804-01 - RST;TRS-3412-098.098-G0001;24312509809800000001;Substation Battery;SAFT;24.20110705.01/31-02804-01;RST;PLN_OPERASI;-;SBM 208-2;-;-;2009;2011;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;GEDUNG;BATTERY 110VDC UNIT 2;-;0;-;0;0%
55;25341209809800000004 - Substation Rectifier - TECHFILL - 1222109 - RST;TRS-3412-098.098-G0001;25341209809800000004;Substation Rectifier;TECHFILL;1222109;RST;PLN_OPERASI;-;TF D400 G110-60;-;-;2012;-;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;GEDUNG;RECTIFIER 110VDC UNIT 2;-;0;-;0;0%
60;54341209809800000023 - Over Current Relay - SCHNEIDER - 39532922/08/15 - RSTN;TRS-3412-098.098-B0006;54341209809800000023;Over Current Relay;SCHNEIDER;39532922/08/15;RSTN;PLN_OPERASI;OCR + GFR;MICOM P123;-;150 kV;2015;-;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;KOPEL BUS 150KV;PANEL PROTEKSI;-;0;-;0;0%
61;15341209809800000050 - Disconnecting Switch - GE - A68417 - RST;TRS-3412-098.098-B0006;15341209809800000050;Disconnecting Switch;GE;A68417;RST;PLN_OPERASI;-;S2DAT;-;150 kV;2017;2019;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;KOPEL BUS 150KV;BUS A;1 - Very Good;0;-;0;50.0%
63;13341209809800000050 - Current Transformer - CG - 132008 - S;TRS-3412-098.098-B0006;13341209809800000050;Current Transformer;CG;132008;S;PLN_OPERASI;U;IOSK : 170/325/750;-;150 kV;2014;2016;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;KOPEL BUS 150KV;KOPEL BUS 1;2 - Good;0;-;0;41.85%
64;14341209809800000028 - Circuit Breaker - ALSTOM - 15313005029 - RST;TRS-3412-098.098-B0006;14341209809800000028;Circuit Breaker;ALSTOM;15313005029;RST;PLN_OPERASI;-;GL313F1/4031P;-;150 kV;2015;2017;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;KOPEL BUS 150KV;BAY KOPEL;2 - Good;0;-;0;14.9%
65;13341209809800000049 - Current Transformer - CG - 132007 - R;TRS-3412-098.098-B0006;13341209809800000049;Current Transformer;CG;132007;R;PLN_OPERASI;U;IOSK : 170/325/750;-;150 kV;2014;2016;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;KOPEL BUS 150KV;KOPEL BUS 1;2 - Good;0;-;0;41.85%
66;13341209809800000051 - Current Transformer - CG - 132009 - T;TRS-3412-098.098-B0006;13341209809800000051;Current Transformer;CG;132009;T;PLN_OPERASI;U;IOSK : 170/325/750;-;150 kV;2014;2016;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;KOPEL BUS 150KV;KOPEL BUS 1;2 - Good;0;-;0;41.85%
67;15341209809800000045 - Disconnecting Switch - GE - A1861X31 053 - RST;TRS-3412-098.098-B0006;15341209809800000045;Disconnecting Switch;GE;A1861X31 053;RST;PLN_OPERASI;-;S2DA;-;150 kV;2018;2021;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;KOPEL BUS 150KV;BUS B;1 - Very Good;0;-;0;50.0%
68;13341209809800000069 - Current Transformer - TRENCH - 1700516 - T;TRS-3412-098.098-B0006;13341209809800000069;Current Transformer;TRENCH;1700516;T;PLN_OPERASI;U;IOSK 170;-;150 kV;2017;2018;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;KOPEL BUS 150KV;KOPEL BUS 2;2 - Good;0;-;0;22.08%
69;13341209809800000068 - Current Transformer - TRENCH - 1700514 - S;TRS-3412-098.098-B0006;13341209809800000068;Current Transformer;TRENCH;1700514;S;PLN_OPERASI;U;IOSK 170;-;150 kV;2017;2018;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;KOPEL BUS 150KV;KOPEL BUS 2;2 - Good;0;-;0;22.08%
70;TJ341209809800000003 - Busbar Differential (87B) - ALSTOM - 33445112/01/17 - T;TRS-3412-098.098-B0006;TJ341209809800000003;Busbar Differential (87B);ALSTOM;33445112/01/17;T;PLN_OPERASI;BUSPRO CENTRALISED;MICOM P746;-;150 kV;2017;-;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;KOPEL BUS 150KV;PANEL PROTEKSI;-;0;-;0;0%
77;TJ341209809800000002 - Busbar Differential (87B) - ALSTOM - 33445111/01/17 - S;TRS-3412-098.098-B0006;TJ341209809800000002;Busbar Differential (87B);ALSTOM;33445111/01/17;S;PLN_OPERASI;BUSPRO CENTRALISED;MICOM P746;-;150 kV;2017;-;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;KOPEL BUS 150KV;PANEL PROTEKSI;-;0;-;0;0%
79;TJ341209809800000001 - Busbar Differential (87B) - ALSTOM - 33445110/01/17 - R;TRS-3412-098.098-B0006;TJ341209809800000001;Busbar Differential (87B);ALSTOM;33445110/01/17;R;PLN_OPERASI;BUSPRO CENTRALISED;MICOM P746;-;150 kV;2017;-;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;KOPEL BUS 150KV;PANEL PROTEKSI;-;0;-;0;0%
81;13341209809800000067 - Current Transformer - TRENCH - 1700512 - R;TRS-3412-098.098-B0006;13341209809800000067;Current Transformer;TRENCH;1700512;R;PLN_OPERASI;U;IOSK 170;-;150 kV;2017;2018;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;KOPEL BUS 150KV;KOPEL BUS 2;2 - Good;0;-;0;22.08%
82;12341209809800000001 - Potential Transformer - ALSTOM - 37992005577 - R;TRS-3412-098.098-B0010;12341209809800000001;Potential Transformer;ALSTOM;37992005577;R;PLN_OPERASI;-;CCV 170;-;150 kV;2015;2022;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#1;BAY ANGKE#1;2 - Good;0;-;0;79.44%
83;15312509809800000029 - Disconnecting Switch - SIEMENS - 11040223 - RST;TRS-3412-098.098-B0010;15312509809800000029;Disconnecting Switch;SIEMENS;11040223;RST;PLN_OPERASI;-;3DN1CB 170 EB;-;150 kV;2011;2012;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#1;BUS B;2 - Good;0;-;0;100.0%
84;16312509809800000011 - Lightning Arrester - SIEMENS - URG/11111077 - T;TRS-3412-098.098-B0010;16312509809800000011;Lightning Arrester;SIEMENS;URG/11111077;T;PLN_OPERASI;-;3EL2 150-6PP42-4DA1;-;150 kV;2011;2011;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#1;Angke 1;2 - Good;0;-;0;100.0%
85;13312509809800000035 - Current Transformer - TRENCH - 2112529 - T;TRS-3412-098.098-B0010;13312509809800000035;Current Transformer;TRENCH;2112529;T;PLN_OPERASI;U;IOSK 170;-;150 kV;2011;2011;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#1;BAY ANGKE 1;2 - Good;0;-;0;53.81%
86;16312509809800000016 - Lightning Arrester - SIEMENS - URG/11111076 - R;TRS-3412-098.098-B0010;16312509809800000016;Lightning Arrester;SIEMENS;URG/11111076;R;PLN_OPERASI;-;3EL2 150-6PP42-4DA1;-;150 kV;2011;2011;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#1;Angke 1;3 - Fair;0;-;0;100.0%
87;14312509809800000022 - Circuit Breaker - SIEMENS - 35119530 A - R;TRS-3412-098.098-B0010;14312509809800000022;Circuit Breaker;SIEMENS;35119530 A;R;PLN_OPERASI;-;3AP1FI;-;150 kV;2011;2013;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#1;BAY LINE A;4 - Poor;1;"Pengujian Tahanan Isolasi (3 phasa) - R (1999.9, 4 - Poor)";1;73.73%
88;16312509809800000017 - Lightning Arrester - SIEMENS - URG/11111078 - S;TRS-3412-098.098-B0010;16312509809800000017;Lightning Arrester;SIEMENS;URG/11111078;S;PLN_OPERASI;-;3EL2 150-6PP42-4DA1;-;150 kV;2011;2011;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#1;Angke 1;4 - Poor;1;"Tahanan Isolasi Primary Unit - S (1270.0, 4 - Poor)";1;100.0%
89;13312509809800000011 - Current Transformer - TRENCH - 2112530 - S;TRS-3412-098.098-B0010;13312509809800000011;Current Transformer;TRENCH;2112530;S;PLN_OPERASI;U;IOSK 170;-;150 kV;2011;2011;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#1;BAY ANGKE 1;2 - Good;0;-;0;53.81%
90;13312509809800000043 - Current Transformer - TRENCH - 2112531 - R;TRS-3412-098.098-B0010;13312509809800000043;Current Transformer;TRENCH;2112531;R;PLN_OPERASI;U;IOSK 170;-;150 kV;2011;2011;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#1;BAY ANGKE 1;2 - Good;0;-;0;53.81%
96;TT341209809800000001 - Line Current Differential (87L) + Distance (21) TT - GE ALSTOM - 36039275/03/22 - RST;TRS-3412-098.098-B0010;TT341209809800000001;Line Current Differential (87L) + Distance (21) TT;GE ALSTOM;36039275/03/22;RST;PLN_OPERASI;87L + 21 + AR + SYNC;MICOM P545;-;150 kV;2021;-;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#1;PANEL PROTEKSI;-;0;-;0;0%
98;15341209809800000048 - Disconnecting Switch - GE - A1861X31 230 - RST;TRS-3412-098.098-B0010;15341209809800000048;Disconnecting Switch;GE;A1861X31 230;RST;PLN_OPERASI;-;S2DAT;-;150 kV;2018;2021;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#1;LINE + ES;2 - Good;0;-;0;100.0%
99;54341209809800000038 - Over Current Relay - ALSTOM - 34940024/11/19 - RSTN;TRS-3412-098.098-B0010;54341209809800000038;Over Current Relay;ALSTOM;34940024/11/19;RSTN;PLN_OPERASI;OCR + GFR;MICOM P14D;-;150 kV;2019;2021;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#1;PANEL PROTEKSI;-;0;-;0;0%
103;12341209809800000002 - Potential Transformer - ALSTOM - 37992005576 - S;TRS-3412-098.098-B0010;12341209809800000002;Potential Transformer;ALSTOM;37992005576;S;PLN_OPERASI;-;CCV 170;-;150 kV;2015;2022;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#1;BAY ANGKE#1;2 - Good;0;-;0;79.44%
105;14312509809800000010 - Circuit Breaker - SIEMENS - 35119530 B - S;TRS-3412-098.098-B0010;14312509809800000010;Circuit Breaker;SIEMENS;35119530 B;S;PLN_OPERASI;-;3AP1FI;-;150 kV;2011;2013;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#1;BAY LINE A;4 - Poor;1;"Pengujian Tahanan Isolasi (3 phasa) - S (1999.9, 4 - Poor)";1;73.73%
