No;Nama Aset;ID Functloc;Techidentno;Jenis Aset;Merk;Serial ID;Phasa;Status Asset;Fungsi;Tipe Aset;Daya;Tegangan;Tahun Buat;Tahun Operasi;Status Usia;Unit Induk;Unit Pelaksana;Ultg;Gardu Induk;Bay;Penempatan;AHI;Jumlah Parameter Pemicu;Parameter Pemicu;Jumlah Sub Sistem Pemicu;Kualitas Data
45111;83312406706700000196 - Compartment - AREVA - NO DATA - R;TRS-3416-067.067-B0009;83312406706700000196;Compartment;AREVA;NO DATA;R;PLN_OPERASI;-;B105;-;-;1999;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV GANDUL #2;DS BUSBAR 2;-;0;-;0;0%
45112;83312406706700000197 - Compartment - AREVA - NO DATA - S;TRS-3416-067.067-B0009;83312406706700000197;Compartment;AREVA;NO DATA;S;PLN_OPERASI;-;B105;-;-;1999;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV GANDUL #2;DS BUSBAR B;-;0;-;0;0%
45113;13341106706700000027 - Current Transformer - AREVA - B105-CT/012/L323 - T;TRS-3416-067.067-B0009;13341106706700000027;Current Transformer;AREVA;B105-CT/012/L323;T;PLN_OPERASI;U;B105-CT;-;150 kV;2007;2010;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV GANDUL #2;Bay Gandul 2 GIS Pondok Indah;2 - Good;0;-;0;25.0%
45114;83312406706700000206 - Compartment - AREVA - NO DATA - S;TRS-3416-067.067-B0009;83312406706700000206;Compartment;AREVA;NO DATA;S;PLN_OPERASI;-;B105;-;-;1999;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV GANDUL #2;SEALINGEND;-;0;-;0;0%
45115;83312406706700000199 - Compartment - AREVA - NO DATA - R;TRS-3416-067.067-B0009;83312406706700000199;Compartment;AREVA;NO DATA;R;PLN_OPERASI;-;B105;-;-;1999;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV GANDUL #2;ES;-;0;-;0;0%
45116;15341106706700000070 - Disconnecting Switch - AREVA - B105-BM/026/L323 - T;TRS-3416-067.067-B0009;15341106706700000070;Disconnecting Switch;AREVA;B105-BM/026/L323;T;PLN_OPERASI;-;2-(3-1P)-1250;-;150 kV;2007;2010;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV GANDUL #2;BUS 2+E;1 - Very Good;0;-;0;16.67%
45117;83312406706700000198 - Compartment - AREVA - NO DATA - T;TRS-3416-067.067-B0009;83312406706700000198;Compartment;AREVA;NO DATA;T;PLN_OPERASI;-;B105;-;-;1999;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV GANDUL #2;DS BUSBAR B;-;0;-;0;0%
45118;15312406706700000255 - Disconnecting Switch - AREVA - B105-BM/005/L323 - R;TRS-3416-067.067-B0009;15312406706700000255;Disconnecting Switch;AREVA;B105-BM/005/L323;R;PLN_OPERASI;-;3-1P;-;150 kV;2007;2010;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV GANDUL #2;LINE;1 - Very Good;0;-;0;16.67%
45119;83312406706700000204 - Compartment - AREVA - NO DATA - T;TRS-3416-067.067-B0009;83312406706700000204;Compartment;AREVA;NO DATA;T;PLN_OPERASI;-;B105;-;-;1999;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV GANDUL #2;CB;-;0;-;0;0%
45120;13312406706700000373 - Current Transformer - AREVA - B105-CT/005/L323 - S;TRS-3416-067.067-B0009;13312406706700000373;Current Transformer;AREVA;B105-CT/005/L323;S;PLN_OPERASI;U;B105-CT;-;150 kV;2007;2010;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV GANDUL #2;-;2 - Good;0;-;0;25.0%
45121;83312406706700000209 - Compartment - AREVA - NO DATA - S;TRS-3416-067.067-B0009;83312406706700000209;Compartment;AREVA;NO DATA;S;PLN_OPERASI;-;B105;-;-;1999;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV GANDUL #2;VT;-;0;-;0;0%
45122;83312406706700000201 - Compartment - AREVA - NO DATA - T;TRS-3416-067.067-B0009;83312406706700000201;Compartment;AREVA;NO DATA;T;PLN_OPERASI;-;B105;-;-;1999;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV GANDUL #2;ES;-;0;-;0;0%
45123;13341106706700000026 - Current Transformer - AREVA - B105-CT/011/L323 - S;TRS-3416-067.067-B0009;13341106706700000026;Current Transformer;AREVA;B105-CT/011/L323;S;PLN_OPERASI;U;B105-CT;-;150 kV;2007;2010;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV GANDUL #2;Bay Gandul 2 GIS Pondok Indah;2 - Good;0;-;0;25.0%
45125;18312406706700000262 - Grounding System - GROUNDING - 18312406706700000262;TRS-3416-067.067-B0009;18312406706700000262;Grounding System;GROUNDING;18312406706700000262;-;PLN_OPERASI;-;CU95;-;-;1989;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV GANDUL #2;SWITCHYARD;-;0;-;0;0%
45126;14341106706700001592 - Circuit Breaker - GE - B105-CB/004/Y61400 - T;TRS-3416-067.067-B0016;14341106706700001592;Circuit Breaker;GE;B105-CB/004/Y61400;T;PLN_OPERASI;-;B105;-;150 kV;2017;2017;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;INDOOR;2 - Good;0;-;0;4.51%
45127;15341106706700000004 - Disconnecting Switch - GE - B105-DS/008/Y61400 - R;TRS-3416-067.067-B0016;15341106706700000004;Disconnecting Switch;GE;B105-DS/008/Y61400;R;PLN_OPERASI;-;2-(3-1P);-;150 kV;2017;2017;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;BUS 2;1 - Very Good;0;-;0;16.67%
45128;15341106706700000007 - Disconnecting Switch - GE - B105-EF/004/Y61400 - R;TRS-3416-067.067-B0016;15341106706700000007;Disconnecting Switch;GE;B105-EF/004/Y61400;R;PLN_OPERASI;-;3-1P;-;150 kV;2017;2017;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;ES LINE;1 - Very Good;0;-;0;16.67%
45129;83341606706700001591 - Compartment - AREVA - B105-CB/006/Y61400 - R;TRS-3416-067.067-B0016;83341606706700001591;Compartment;AREVA;B105-CB/006/Y61400;R;PLN_OPERASI;-;B105;-;-;2017;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;-;1 - Very Good;0;-;0;66.67%
45130;15341106706700000045 - Disconnecting Switch - GE - B105-ES/003/Y61400 - T;TRS-3416-067.067-B0016;15341106706700000045;Disconnecting Switch;GE;B105-ES/003/Y61400;T;PLN_OPERASI;-;3-1P;-;150 kV;2017;2017;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;ES;1 - Very Good;0;-;0;16.67%
45131;15341106706700000006 - Disconnecting Switch - GE - B105-DS/010/Y61400 - T;TRS-3416-067.067-B0016;15341106706700000006;Disconnecting Switch;GE;B105-DS/010/Y61400;T;PLN_OPERASI;-;2-(3-1P);-;150 kV;2017;2017;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;BUS 2;1 - Very Good;0;-;0;16.67%
45132;83341606706700001597 - Compartment - AREVA - B105-BUS 1 - S;TRS-3416-067.067-B0016;83341606706700001597;Compartment;AREVA;B105-BUS 1;S;PLN_OPERASI;-;-;-;-;2025;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;BUSBAR 1 FASA S;-;0;-;0;0%
45133;83341606706700001600 - Compartment - AREVA - B105-BUS B - S;TRS-3416-067.067-B0016;83341606706700001600;Compartment;AREVA;B105-BUS B;S;PLN_OPERASI;-;-;-;-;2025;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;BUS B FASA S;-;0;-;0;0%
45134;83341606706700001606 - Compartment - AREVA - B105-VT - S;TRS-3416-067.067-B0016;83341606706700001606;Compartment;AREVA;B105-VT;S;PLN_OPERASI;-;-;-;-;2025;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;VT FASA S;-;0;-;0;0%
45135;83341606706700001596 - Compartment - AREVA - B105-BUS 1 - R;TRS-3416-067.067-B0016;83341606706700001596;Compartment;AREVA;B105-BUS 1;R;PLN_OPERASI;-;-;-;-;2025;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;BUSBAR FASA R;-;0;-;0;0%
45136;83341606706700001605 - Compartment - AREVA - B105-VT - R;TRS-3416-067.067-B0016;83341606706700001605;Compartment;AREVA;B105-VT;R;PLN_OPERASI;-;-;-;-;2025;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;VT FASA R;-;0;-;0;0%
45137;13341106706700000005 - Current Transformer - AREVA - B105-CT/004/Y61400 - S;TRS-3416-067.067-B0016;13341106706700000005;Current Transformer;AREVA;B105-CT/004/Y61400;S;PLN_OPERASI;U;ATH-170;-;150 kV;2017;2017;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;-;2 - Good;0;-;0;25.0%
45138;14341106706700000539 - Circuit Breaker - GE - B105-CB/006/Y61400 - R;TRS-3416-067.067-B0016;14341106706700000539;Circuit Breaker;GE;B105-CB/006/Y61400;R;PLN_OPERASI;-;B105;-;150 kV;2017;2017;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;INDOOR;2 - Good;0;-;0;4.51%
45139;83341606706700001603 - Compartment - AREVA - B105-CT BUS - S;TRS-3416-067.067-B0016;83341606706700001603;Compartment;AREVA;B105-CT BUS;S;PLN_OPERASI;-;-;-;-;2025;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;CT BUS FASA S;-;0;-;0;0%
45140;83341606706700001599 - Compartment - AREVA - B105-BUSBAR B - R;TRS-3416-067.067-B0016;83341606706700001599;Compartment;AREVA;B105-BUSBAR B;R;PLN_OPERASI;-;-;-;-;2025;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;BUS B FASA R;-;0;-;0;0%
45141;83341606706700001607 - Compartment - AREVA - B105-VT - T;TRS-3416-067.067-B0016;83341606706700001607;Compartment;AREVA;B105-VT;T;PLN_OPERASI;-;-;-;-;2025;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;VT FASA T;-;0;-;0;0%
45142;13341106706700000004 - Current Transformer - AREVA - B105-CT/006/Y61400 - R;TRS-3416-067.067-B0016;13341106706700000004;Current Transformer;AREVA;B105-CT/006/Y61400;R;PLN_OPERASI;U;ATH-170;-;150 kV;2017;2017;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;-;2 - Good;0;-;0;30.74%
45143;15341106706700000076 - Disconnecting Switch - GE - B105-ES/012/Y61400 - T;TRS-3416-067.067-B0016;15341106706700000076;Disconnecting Switch;GE;B105-ES/012/Y61400;T;PLN_OPERASI;-;3-1P;-;150 kV;2017;2017;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;ES;1 - Very Good;0;-;0;16.67%
45144;83341606706700001602 - Compartment - AREVA - B105-CT BUS - R;TRS-3416-067.067-B0016;83341606706700001602;Compartment;AREVA;B105-CT BUS;R;PLN_OPERASI;-;-;-;-;2025;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;CT BUS FASA R;-;0;-;0;0%
45145;13341106706700000040 - Current Transformer - AREVA - B105-CT/010/Y61400 - R;TRS-3416-067.067-B0016;13341106706700000040;Current Transformer;AREVA;B105-CT/010/Y61400;R;PLN_OPERASI;-;ATH-170;-;150 kV;2017;2017;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;-;2 - Good;0;-;0;25.0%
45146;83341606706700001601 - Compartment - AREVA - B105-BUS B - T;TRS-3416-067.067-B0016;83341606706700001601;Compartment;AREVA;B105-BUS B;T;PLN_OPERASI;-;-;-;-;2025;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;BUS B FASA  T;-;0;-;0;0%
45147;DP341606706700000001 - Circuit Breaker Failure Relay - ALSTOM - 34109387/06/17 - RST;TRS-3416-067.067-B0016;DP341606706700000001;Circuit Breaker Failure Relay;ALSTOM;34109387/06/17;RST;PLN_OPERASI;CBF;MICOM P841;-;150 kV;2018;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;-;-;0;-;0;0%
45148;15341106706700000003 - Disconnecting Switch - GE - B105-DS/009/Y61400 - T;TRS-3416-067.067-B0016;15341106706700000003;Disconnecting Switch;GE;B105-DS/009/Y61400;T;PLN_OPERASI;-;2-(3-1P);-;150 kV;2017;2017;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;BUS 1;1 - Very Good;0;-;0;16.67%
45149;13341106706700000041 - Current Transformer - AREVA - B105-CT/011/Y61400 - S;TRS-3416-067.067-B0016;13341106706700000041;Current Transformer;AREVA;B105-CT/011/Y61400;S;PLN_OPERASI;-;ATH-170;-;150 kV;2017;2017;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;-;2 - Good;0;-;0;25.0%
45150;15341106706700000009 - Disconnecting Switch - GE - B105-ES/006/Y61400 - T;TRS-3416-067.067-B0016;15341106706700000009;Disconnecting Switch;GE;B105-ES/006/Y61400;T;PLN_OPERASI;-;3-1P;-;150 kV;2017;2017;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;ES LINE;1 - Very Good;0;-;0;16.67%
45151;15341106706700000043 - Disconnecting Switch - GE - B105-ES/001/Y61400 - R;TRS-3416-067.067-B0016;15341106706700000043;Disconnecting Switch;GE;B105-ES/001/Y61400;R;PLN_OPERASI;-;3-1P;-;150 kV;2017;2017;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;ES;1 - Very Good;0;-;0;16.67%
45152;15341106706700000008 - Disconnecting Switch - GE - B105-EF/005/Y61400 - S;TRS-3416-067.067-B0016;15341106706700000008;Disconnecting Switch;GE;B105-EF/005/Y61400;S;PLN_OPERASI;-;3-1P;-;150 kV;2017;2017;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;ES LINE;1 - Very Good;0;-;0;16.67%
45153;13341106706700000042 - Current Transformer - AREVA - B105-CT/012/Y61400 - T;TRS-3416-067.067-B0016;13341106706700000042;Current Transformer;AREVA;B105-CT/012/Y61400;T;PLN_OPERASI;-;ATH-170;-;150 kV;2017;2017;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;-;2 - Good;0;-;0;25.0%
45154;83341606706700001598 - Compartment - AREVA - B105-BUSBAR 1 - T;TRS-3416-067.067-B0016;83341606706700001598;Compartment;AREVA;B105-BUSBAR 1;T;PLN_OPERASI;-;-;-;-;2025;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;BUSBAR A FASA T;-;0;-;0;0%
45155;15341106706700000002 - Disconnecting Switch - GE - B105-DS/011/Y61400 - S;TRS-3416-067.067-B0016;15341106706700000002;Disconnecting Switch;GE;B105-DS/011/Y61400;S;PLN_OPERASI;-;2-(3-1P);-;150 kV;2017;2017;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;BUS 1;1 - Very Good;0;-;0;16.67%
45156;12341606706700000630 - Potential Transformer - GE - B105-vt/006/YD61400 - T;TRS-3416-067.067-B0016;12341606706700000630;Potential Transformer;GE;B105-vt/006/YD61400;T;PLN_OPERASI;-;B105-VT;-;150 kV;2017;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;-;2 - Good;0;-;0;16.67%
45157;83341606706700001604 - Compartment - AREVA - B105-CT BUS - T;TRS-3416-067.067-B0016;83341606706700001604;Compartment;AREVA;B105-CT BUS;T;PLN_OPERASI;-;-;-;-;2025;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;CT BUS FASA T;-;0;-;0;0%
45158;15341106706700000005 - Disconnecting Switch - GE - B105-DS/012/Y61400 - S;TRS-3416-067.067-B0016;15341106706700000005;Disconnecting Switch;GE;B105-DS/012/Y61400;S;PLN_OPERASI;-;2-(3-1P);-;150 kV;2017;2017;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;BUS 2;1 - Very Good;0;-;0;16.67%
45159;12341606706700000628 - Potential Transformer - GE - B105-VT/004/YD61400 - R;TRS-3416-067.067-B0016;12341606706700000628;Potential Transformer;GE;B105-VT/004/YD61400;R;PLN_OPERASI;-;B105-VT;-;150 kV;2017;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;-;2 - Good;0;-;0;29.44%
45160;15341106706700000001 - Disconnecting Switch - GE - B105-DS/007/Y61400 - R;TRS-3416-067.067-B0016;15341106706700000001;Disconnecting Switch;GE;B105-DS/007/Y61400;R;PLN_OPERASI;-;2-(3-1P);-;150 kV;2017;2017;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;BUS 1;1 - Very Good;0;-;0;16.67%
45161;15341106706700000046 - Disconnecting Switch - GE - B105-ES/007/Y61400 - R;TRS-3416-067.067-B0016;15341106706700000046;Disconnecting Switch;GE;B105-ES/007/Y61400;R;PLN_OPERASI;-;3-1P;-;150 kV;2017;2017;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;ES;1 - Very Good;0;-;0;16.67%
45162;15341106706700000077 - Disconnecting Switch - GE - B105-DS/016/Y61400 - S;TRS-3416-067.067-B0016;15341106706700000077;Disconnecting Switch;GE;B105-DS/016/Y61400;S;PLN_OPERASI;-;3-1P;-;150 kV;2017;2017;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;LINE;1 - Very Good;0;-;0;16.67%
45163;15341106706700000078 - Disconnecting Switch - GE - B105-DS/024/Y61400 - T;TRS-3416-067.067-B0016;15341106706700000078;Disconnecting Switch;GE;B105-DS/024/Y61400;T;PLN_OPERASI;-;3-1P;-;150 kV;2017;2017;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;LINE;1 - Very Good;0;-;0;16.67%
45164;15341106706700000044 - Disconnecting Switch - GE - B105-ES/002/Y61400 - S;TRS-3416-067.067-B0016;15341106706700000044;Disconnecting Switch;GE;B105-ES/002/Y61400;S;PLN_OPERASI;-;3-1P;-;150 kV;2017;2017;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;ES;1 - Very Good;0;-;0;16.67%
45165;13341106706700000006 - Current Transformer - AREVA - B105-CT/005/Y61400 - T;TRS-3416-067.067-B0016;13341106706700000006;Current Transformer;AREVA;B105-CT/005/Y61400;T;PLN_OPERASI;U;ATH-170;-;150 kV;2017;2017;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;-;2 - Good;0;-;0;25.0%
45166;15341106706700001625 - Disconnecting Switch - GE - B105-DS/018/Y61400 - R;TRS-3416-067.067-B0016;15341106706700001625;Disconnecting Switch;GE;B105-DS/018/Y61400;R;PLN_OPERASI;-;3-1P;-;150 kV;2017;2017;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;LINE;1 - Very Good;0;-;0;16.67%
45167;14341106706700001591 - Circuit Breaker - GE - B105-CB/005/Y61400 - S;TRS-3416-067.067-B0016;14341106706700001591;Circuit Breaker;GE;B105-CB/005/Y61400;S;PLN_OPERASI;-;B105;-;150 kV;2017;2017;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;INDOOR;2 - Good;0;-;0;4.51%
45168;12341606706700000629 - Potential Transformer - GE - B105-vt/005/YD61400 - S;TRS-3416-067.067-B0016;12341606706700000629;Potential Transformer;GE;B105-vt/005/YD61400;S;PLN_OPERASI;-;B105-VT;-;150 kV;2017;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;-;2 - Good;0;-;0;16.67%
45169;15341106706700000075 - Disconnecting Switch - GE - B105-ES/011/Y61400 - S;TRS-3416-067.067-B0016;15341106706700000075;Disconnecting Switch;GE;B105-ES/011/Y61400;S;PLN_OPERASI;-;3-1P;-;150 kV;2017;2017;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;ES;1 - Very Good;0;-;0;16.67%
45170;54341606706700000019 - Over Current Relay - ALSTOM - 34109239/06/17;TRS-3416-067.067-B0016;54341606706700000019;Over Current Relay;ALSTOM;34109239/06/17;-;PLN_OPERASI;OCR + GFR;MICOM P142;-;150 kV;2018;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;-;-;0;-;0;0%
45171;TL341606706700000002 - Line Current Differential (87L) + Distance (21) TL - SCHNEIDER - RST;TRS-3416-067.067-B0016;TL341606706700000002;Line Current Differential (87L) + Distance (21) TL;SCHNEIDER;-;RST;PLN_OPERASI;87L + 21 + SYNC;MICOM P543;-;150 kV;2018;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;PHT 150KV TAMAN SAMBAS #1;-;-;0;-;0;0%
45196;83312406706700000217 - Compartment - AREVA - NO DATA - R;TRS-3416-067.067-B0010;83312406706700000217;Compartment;AREVA;NO DATA;R;PLN_OPERASI;-;B105;-;-;1999;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;TRF#1 150/22KV;ES;-;0;-;0;0%
45197;15341106706700000082 - Disconnecting Switch - AREVA - B105-BM/015/L323 - T;TRS-3416-067.067-B0010;15341106706700000082;Disconnecting Switch;AREVA;B105-BM/015/L323;T;PLN_OPERASI;-;2-(3-1P)-1250;-;150 kV;2007;2019;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;TRF#1 150/22KV;BUS 2;1 - Very Good;0;-;0;16.67%
45198;83312406706700000221 - Compartment - AREVA - NO DATA - S;TRS-3416-067.067-B0010;83312406706700000221;Compartment;AREVA;NO DATA;S;PLN_OPERASI;-;B105;-;-;1999;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;TRF#1 150/22KV;CB;-;0;-;0;0%
45199;83312406706700000223 - Compartment - AREVA - NO DATA - R;TRS-3416-067.067-B0010;83312406706700000223;Compartment;AREVA;NO DATA;R;PLN_OPERASI;-;B105;-;-;1999;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;TRF#1 150/22KV;SEALINGEND;-;0;-;0;0%
45200;15341106706700000080 - Disconnecting Switch - AREVA - B105-BM/012/L323 - T;TRS-3416-067.067-B0010;15341106706700000080;Disconnecting Switch;AREVA;B105-BM/012/L323;T;PLN_OPERASI;-;2-(3-1P);-;150 kV;2007;2019;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;TRF#1 150/22KV;BUS 1;1 - Very Good;0;-;0;16.67%
45201;83312406706700000220 - Compartment - AREVA - NO DATA - R;TRS-3416-067.067-B0010;83312406706700000220;Compartment;AREVA;NO DATA;R;PLN_OPERASI;-;B105;-;-;1999;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;TRF#1 150/22KV;CB;-;0;-;0;0%
45203;83312406706700000218 - Compartment - AREVA - NO DATA - S;TRS-3416-067.067-B0010;83312406706700000218;Compartment;AREVA;NO DATA;S;PLN_OPERASI;-;B105;-;-;1999;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;TRF#1 150/22KV;ES;-;0;-;0;0%
45204;83312406706700000219 - Compartment - AREVA - NO DATA - T;TRS-3416-067.067-B0010;83312406706700000219;Compartment;AREVA;NO DATA;T;PLN_OPERASI;-;B105;-;-;1999;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;TRF#1 150/22KV;ES;-;0;-;0;0%
45206;83312406706700000214 - Compartment - AREVA - NO DATA - R;TRS-3416-067.067-B0010;83312406706700000214;Compartment;AREVA;NO DATA;R;PLN_OPERASI;-;B105;-;-;1999;-;-;UITJBB;UPT GANDUL;ULTG PETUKANGAN;GIS 150KV PONDOK INDAH;TRF#1 150/22KV;BUSBAR B;-;0;-;0;0%
