No;Nama Aset;ID Functloc;Techidentno;Jenis Aset;Merk;Serial ID;Phasa;Status Asset;Fungsi;Tipe Aset;Daya;Tegangan;Tahun Buat;Tahun Operasi;Status Usia;Unit Induk;Unit Pelaksana;Ultg;Gardu Induk;Bay;Penempatan;AHI;Jumlah Parameter Pemicu;Parameter Pemicu;Jumlah Sub Sistem Pemicu;Kualitas Data
34678;15341208808800000003 - Disconnecting Switch - SIEMENS - 15-307354594-E07.QL1 R - RST;TRS-3411-088.088-B0013;="15341208808800000003";Disconnecting Switch;SIEMENS;="15-307354594-E07.QL1 R";RST;PLN_OPERASI;-;SI9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV GAMBIR LAMA;BUS A (QLA);1 - Very Good;0;-;0;28.57%
34679;14341108808800000013 - Circuit Breaker - SIEMENS - 15-307354594-E07.QF0/S - S;TRS-3411-088.088-B0013;="14341108808800000013";Circuit Breaker;SIEMENS;="15-307354594-E07.QF0/S";S;PLN_OPERASI;-;DB9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV GAMBIR LAMA;INDOOR;3 - Fair;0;-;0;66.47%
34680;12341208808800000001 - Potential Transformer - TRENCH ITALIA - 30111985 - R;TRS-3411-088.088-B0013;="12341208808800000001";Potential Transformer;TRENCH ITALIA;="30111985";R;PLN_OPERASI;-;TVBs 170;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV GAMBIR LAMA;-;2 - Good;0;-;0;10.96%
34681;15341208808800000010 - Disconnecting Switch - SIEMENS - 15-307354594-E07.QE1 S - S;TRS-3411-088.088-B0013;="15341208808800000010";Disconnecting Switch;SIEMENS;="15-307354594-E07.QE1 S";S;PLN_OPERASI;-;STL9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV GAMBIR LAMA;ES BUS (QEA);1 - Very Good;0;-;0;14.29%
34682;15341208808800000009 - Disconnecting Switch - SIEMENS - 15-307354594-E07.QE1 R - R;TRS-3411-088.088-B0013;="15341208808800000009";Disconnecting Switch;SIEMENS;="15-307354594-E07.QE1 R";R;PLN_OPERASI;-;STL9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV GAMBIR LAMA;ES BUS (QEA);1 - Very Good;0;-;0;28.57%
34683;13341208808800000006 - Current Transformer - TRENCH - 30112841 - S;TRS-3411-088.088-B0013;="13341208808800000006";Current Transformer;TRENCH;="30112841";S;PLN_OPERASI;U;TABS170;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV GAMBIR LAMA;CT LINE BAY GAMBIR LAMA;2 - Good;0;-;0;30.42%
34684;15341208808800000006 - Disconnecting Switch - SIEMENS - 15-307354594-E07.QL3 R - RST;TRS-3411-088.088-B0013;="15341208808800000006";Disconnecting Switch;SIEMENS;="15-307354594-E07.QL3 R";RST;PLN_OPERASI;-;SI9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV GAMBIR LAMA;LINE (QL3);1 - Very Good;0;-;0;28.57%
34685;15341208808800000018 - Disconnecting Switch - SIEMENS - 15-307354594-E07.QL1 T - T;TRS-3411-088.088-B0013;="15341208808800000018";Disconnecting Switch;SIEMENS;="15-307354594-E07.QL1 T";T;PLN_TIDAK_OPERASI;-;SI9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV GAMBIR LAMA;BUS A (QLA);-;0;-;0;0%
34686;15341208808800000008 - Disconnecting Switch - SIEMENS - 15-307354594-E07.QL3 T - T;TRS-3411-088.088-B0013;="15341208808800000008";Disconnecting Switch;SIEMENS;="15-307354594-E07.QL3 T";T;PLN_TIDAK_OPERASI;-;SI9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV GAMBIR LAMA;LINE (QL3);-;0;-;0;0%
34687;13341108808800000021 - Current Transformer - TRENCH - 30112840 - R;TRS-3411-088.088-B0013;="13341108808800000021";Current Transformer;TRENCH;="30112840";R;PLN_OPERASI;U;TABS170;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV GAMBIR LAMA;LINE;2 - Good;0;-;0;30.42%
34688;12341208808800000003 - Potential Transformer - TRENCH ITALIA - 30111987 - T;TRS-3411-088.088-B0013;="12341208808800000003";Potential Transformer;TRENCH ITALIA;="30111987";T;PLN_OPERASI;-;TVBs 170;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV GAMBIR LAMA;-;2 - Good;0;-;0;10.96%
34689;15341208808800000020 - Disconnecting Switch - SIEMENS - 15-307354594-E07.QL2 S - S;TRS-3411-088.088-B0013;="15341208808800000020";Disconnecting Switch;SIEMENS;="15-307354594-E07.QL2 S";S;PLN_TIDAK_OPERASI;-;SI9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV GAMBIR LAMA;BUS B (QLB);-;0;-;0;0%
34690;12341208808800000002 - Potential Transformer - TRENCH ITALIA - 30111986 - S;TRS-3411-088.088-B0013;="12341208808800000002";Potential Transformer;TRENCH ITALIA;="30111986";S;PLN_OPERASI;-;TVBs 170;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV GAMBIR LAMA;-;2 - Good;0;-;0;10.96%
34691;15341208808800000021 - Disconnecting Switch - SIEMENS - 15-307354594-E07.QL2 T - T;TRS-3411-088.088-B0013;="15341208808800000021";Disconnecting Switch;SIEMENS;="15-307354594-E07.QL2 T";T;PLN_TIDAK_OPERASI;-;SI9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV GAMBIR LAMA;BUS B (QLB);-;0;-;0;0%
34692;15341208808800000007 - Disconnecting Switch - SIEMENS - 15-307354594-E07.QL3 S - S;TRS-3411-088.088-B0013;="15341208808800000007";Disconnecting Switch;SIEMENS;="15-307354594-E07.QL3 S";S;PLN_TIDAK_OPERASI;-;SI9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV GAMBIR LAMA;LINE (QL3);-;0;-;0;0%
34693;15341208808800000012 - Disconnecting Switch - SIEMENS - 15-307354594-E07.QE2 R - R;TRS-3411-088.088-B0013;="15341208808800000012";Disconnecting Switch;SIEMENS;="15-307354594-E07.QE2 R";R;PLN_OPERASI;-;STL9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV GAMBIR LAMA;ES PMT (QEB);1 - Very Good;0;-;0;28.57%
34694;13341108808800000020 - Current Transformer - TRENCH - 30112842 - T;TRS-3411-088.088-B0013;="13341108808800000020";Current Transformer;TRENCH;="30112842";T;PLN_OPERASI;U;TABS170;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV GAMBIR LAMA;CT LINE BAY GAMBIR LAMA;2 - Good;0;-;0;30.42%
34695;14341208808800000012 - Circuit Breaker - SIEMENS - 15-307354594-E07.QF0/R - R;TRS-3411-088.088-B0013;="14341208808800000012";Circuit Breaker;SIEMENS;="15-307354594-E07.QF0/R";R;PLN_OPERASI;-;DB9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV GAMBIR LAMA;INDOOR;3 - Fair;0;-;0;66.47%
34696;14341108808800000014 - Circuit Breaker - SIEMENS - 15-307354594-E07.QF0/T - T;TRS-3411-088.088-B0013;="14341108808800000014";Circuit Breaker;SIEMENS;="15-307354594-E07.QF0/T";T;PLN_OPERASI;-;DB9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV GAMBIR LAMA;INDOOR;3 - Fair;0;-;0;66.47%
34697;15341208808800000013 - Disconnecting Switch - SIEMENS - 15-307354594-E07.QE2 S - S;TRS-3411-088.088-B0013;="15341208808800000013";Disconnecting Switch;SIEMENS;="15-307354594-E07.QE2 S";S;PLN_OPERASI;-;STL9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV GAMBIR LAMA;ES PMT (QEB);1 - Very Good;0;-;0;28.57%
34698;15341208808800000011 - Disconnecting Switch - SIEMENS - 15-307354594-E07.QE1 T - T;TRS-3411-088.088-B0013;="15341208808800000011";Disconnecting Switch;SIEMENS;="15-307354594-E07.QE1 T";T;PLN_OPERASI;-;STL9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV GAMBIR LAMA;ES BUS (QEA);1 - Very Good;0;-;0;28.57%
34699;15341208808800000014 - Disconnecting Switch - SIEMENS - 15-307354594-E07.QE2 T - T;TRS-3411-088.088-B0013;="15341208808800000014";Disconnecting Switch;SIEMENS;="15-307354594-E07.QE2 T";T;PLN_OPERASI;-;STL9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV GAMBIR LAMA;ES PMT (QEB);1 - Very Good;0;-;0;28.57%
34700;15341208808800000023 - Disconnecting Switch - SIEMENS - 15-307354594-E07.QE3 S - S;TRS-3411-088.088-B0013;="15341208808800000023";Disconnecting Switch;SIEMENS;="15-307354594-E07.QE3 S";S;PLN_OPERASI;-;STR9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV GAMBIR LAMA;HSES (QE3);1 - Very Good;0;-;0;28.57%
34701;83341108808800004322 - Compartment - SIEMENS - COMPT-CB - RST;TRS-3411-088.088-B0013;="83341108808800004322";Compartment;SIEMENS;="COMPT-CB";RST;PLN_OPERASI;-;D89;-;-;2015;-;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV GAMBIR LAMA;-;1 - Very Good;0;-;0;35.71%
34702;15341208808800000024 - Disconnecting Switch - SIEMENS - 15-307354594-E07.QE3 T - T;TRS-3411-088.088-B0013;="15341208808800000024";Disconnecting Switch;SIEMENS;="15-307354594-E07.QE3 T";T;PLN_OPERASI;-;STR9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV GAMBIR LAMA;HSES (QE3);1 - Very Good;0;-;0;28.57%
34703;15341208808800000019 - Disconnecting Switch - SIEMENS - 15-307354594-E07.QL2 R - RST;TRS-3411-088.088-B0013;="15341208808800000019";Disconnecting Switch;SIEMENS;="15-307354594-E07.QL2 R";RST;PLN_OPERASI;-;SI9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV GAMBIR LAMA;BUS B (QLB);1 - Very Good;0;-;0;28.57%
34704;15341208808800000035 - Disconnecting Switch - SIEMENS - 15-307354594-E08.QE2 S - S;TRS-3411-088.088-B0012;="15341208808800000035";Disconnecting Switch;SIEMENS;="15-307354594-E08.QE2 S";S;PLN_OPERASI;-;STL9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV MENTENG;ES PMT (QEB);1 - Very Good;0;-;0;28.57%
34705;13341208808800000008 - Current Transformer - TRENCH - 30112838 - S;TRS-3411-088.088-B0012;="13341208808800000008";Current Transformer;TRENCH;="30112838";S;PLN_OPERASI;U;TABS170;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV MENTENG;CT LINE BAY MENTENG;2 - Good;0;-;0;30.42%
34706;15341208808800000032 - Disconnecting Switch - SIEMENS - 15-307354594-E08.QE1 S - S;TRS-3411-088.088-B0012;="15341208808800000032";Disconnecting Switch;SIEMENS;="15-307354594-E08.QE1 S";S;PLN_OPERASI;-;STL9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV MENTENG;ES BUS (QEA);1 - Very Good;0;-;0;28.57%
34707;15341208808800000036 - Disconnecting Switch - SIEMENS - 15-307354594-E08.QE2 T - T;TRS-3411-088.088-B0012;="15341208808800000036";Disconnecting Switch;SIEMENS;="15-307354594-E08.QE2 T";T;PLN_OPERASI;-;STL9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV MENTENG;ES PMT (QEB);1 - Very Good;0;-;0;28.57%
34708;15341208808800000015 - Disconnecting Switch - SIEMENS - 15-307354594-E08.QE3 R - R;TRS-3411-088.088-B0012;="15341208808800000015";Disconnecting Switch;SIEMENS;="15-307354594-E08.QE3 R";R;PLN_OPERASI;-;STR9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV MENTENG;HSES (QE3);1 - Very Good;0;-;0;28.57%
34709;15341208808800000037 - Disconnecting Switch - SIEMENS - 15-307354594-E08.QL3 R - RST;TRS-3411-088.088-B0012;="15341208808800000037";Disconnecting Switch;SIEMENS;="15-307354594-E08.QL3 R";RST;PLN_OPERASI;-;SI9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV MENTENG;LINE (QL3);1 - Very Good;0;-;0;28.57%
34710;15341208808800000031 - Disconnecting Switch - SIEMENS - 15-307354594-E08.QE1 R - R;TRS-3411-088.088-B0012;="15341208808800000031";Disconnecting Switch;SIEMENS;="15-307354594-E08.QE1 R";R;PLN_OPERASI;-;STL9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV MENTENG;ES BUS (QEA);1 - Very Good;0;-;0;28.57%
34711;12341208808800000005 - Potential Transformer - TRENCH ITALIA - 30111988 - S;TRS-3411-088.088-B0012;="12341208808800000005";Potential Transformer;TRENCH ITALIA;="30111988";S;PLN_OPERASI;-;TVBs 170;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV MENTENG;-;2 - Good;0;-;0;10.96%
34712;15341208808800000038 - Disconnecting Switch - SIEMENS - 15-307354594-E08.QL3 S - S;TRS-3411-088.088-B0012;="15341208808800000038";Disconnecting Switch;SIEMENS;="15-307354594-E08.QL3 S";S;PLN_TIDAK_OPERASI;-;SI9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV MENTENG;LINE (QL3);-;0;-;0;0%
34713;15341208808800000027 - Disconnecting Switch - SIEMENS - 15-307354594-E08.QL1 T - T;TRS-3411-088.088-B0012;="15341208808800000027";Disconnecting Switch;SIEMENS;="15-307354594-E08.QL1 T";T;PLN_TIDAK_OPERASI;-;SI9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV MENTENG;BUS A (QLA);-;0;-;0;0%
34714;15341208808800000028 - Disconnecting Switch - SIEMENS - 15-307354594-E08.QL2 R - RST;TRS-3411-088.088-B0012;="15341208808800000028";Disconnecting Switch;SIEMENS;="15-307354594-E08.QL2 R";RST;PLN_OPERASI;-;SI9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV MENTENG;BUS B (QLB);1 - Very Good;0;-;0;28.57%
34715;83341108808800004323 - Compartment - SIEMENS - COMPT-CB - RST;TRS-3411-088.088-B0012;="83341108808800004323";Compartment;SIEMENS;="COMPT-CB";RST;PLN_OPERASI;-;D89;-;-;2015;-;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV MENTENG;-;1 - Very Good;0;-;0;35.71%
34716;15341208808800000016 - Disconnecting Switch - SIEMENS - 15-307354594-E08.QE3 S - S;TRS-3411-088.088-B0012;="15341208808800000016";Disconnecting Switch;SIEMENS;="15-307354594-E08.QE3 S";S;PLN_OPERASI;-;STR9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV MENTENG;HSES (QE3);1 - Very Good;0;-;0;28.57%
34717;15341208808800000029 - Disconnecting Switch - SIEMENS - 15-307354594-E08.QL2 S - S;TRS-3411-088.088-B0012;="15341208808800000029";Disconnecting Switch;SIEMENS;="15-307354594-E08.QL2 S";S;PLN_TIDAK_OPERASI;-;SI9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV MENTENG;BUS B (QLB);-;0;-;0;0%
34718;14341208808800000011 - Circuit Breaker - SIEMENS - 15-307354594-E08.QF0/R - R;TRS-3411-088.088-B0012;="14341208808800000011";Circuit Breaker;SIEMENS;="15-307354594-E08.QF0/R";R;PLN_OPERASI;-;DB9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV MENTENG;INDOOR;5 - Critical;1;Pengujian Tahanan Kontak (120.0, 5 - Critical);1;60.59%
34719;15341208808800000030 - Disconnecting Switch - SIEMENS - 15-307354594-E08.QL2 T - T;TRS-3411-088.088-B0012;="15341208808800000030";Disconnecting Switch;SIEMENS;="15-307354594-E08.QL2 T";T;PLN_TIDAK_OPERASI;-;SI9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV MENTENG;BUS B (QLB);-;0;-;0;0%
34720;13341108808800000019 - Current Transformer - TRENCH - 30112839 - T;TRS-3411-088.088-B0012;="13341108808800000019";Current Transformer;TRENCH;="30112839";T;PLN_OPERASI;U;TABS170;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV MENTENG;CT LINE BAY MENTENG;2 - Good;0;-;0;30.42%
34721;12341208808800000004 - Potential Transformer - TRENCH ITALIA - 30111989 - R;TRS-3411-088.088-B0012;="12341208808800000004";Potential Transformer;TRENCH ITALIA;="30111989";R;PLN_OPERASI;-;TVBs 170;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV MENTENG;-;2 - Good;0;-;0;10.96%
34722;15341208808800000017 - Disconnecting Switch - SIEMENS - 15-307354594-E08.QE3 T - T;TRS-3411-088.088-B0012;="15341208808800000017";Disconnecting Switch;SIEMENS;="15-307354594-E08.QE3 T";T;PLN_OPERASI;-;STR9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV MENTENG;HSES (QE3);1 - Very Good;0;-;0;28.57%
34723;15341208808800000033 - Disconnecting Switch - SIEMENS - 15-307354594-E08.QE1 T - T;TRS-3411-088.088-B0012;="15341208808800000033";Disconnecting Switch;SIEMENS;="15-307354594-E08.QE1 T";T;PLN_OPERASI;-;STL9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV MENTENG;ES BUS (QEA);1 - Very Good;0;-;0;28.57%
34724;15341208808800000026 - Disconnecting Switch - SIEMENS - 15-307354594-E08.QL1 S - S;TRS-3411-088.088-B0012;="15341208808800000026";Disconnecting Switch;SIEMENS;="15-307354594-E08.QL1 S";S;PLN_TIDAK_OPERASI;-;SI9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV MENTENG;BUS A (QLA);-;0;-;0;0%
34725;15341208808800000034 - Disconnecting Switch - SIEMENS - 15-307354594-E08.QE2 R - R;TRS-3411-088.088-B0012;="15341208808800000034";Disconnecting Switch;SIEMENS;="15-307354594-E08.QE2 R";R;PLN_OPERASI;-;STL9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV MENTENG;ES PMT (QEB);1 - Very Good;0;-;0;14.29%
34726;14341108808800000012 - Circuit Breaker - SIEMENS - 15-307354594-E08.QF0/S - S;TRS-3411-088.088-B0012;="14341108808800000012";Circuit Breaker;SIEMENS;="15-307354594-E08.QF0/S";S;PLN_OPERASI;-;DB9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV MENTENG;INDOOR;5 - Critical;1;Pengujian Tahanan Kontak (128.57, 5 - Critical);1;60.59%
34727;15341208808800000039 - Disconnecting Switch - SIEMENS - 15-307354594-E08.QL3 T - T;TRS-3411-088.088-B0012;="15341208808800000039";Disconnecting Switch;SIEMENS;="15-307354594-E08.QL3 T";T;PLN_TIDAK_OPERASI;-;SI9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV MENTENG;LINE (QL3);-;0;-;0;0%
34728;13341108808800000022 - Current Transformer - TRENCH - 30112837 - R;TRS-3411-088.088-B0012;="13341108808800000022";Current Transformer;TRENCH;="30112837";R;PLN_OPERASI;U;TABS170;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV MENTENG;CT LINE BAY MENTENG;2 - Good;0;-;0;30.42%
34729;12341208808800000006 - Potential Transformer - TRENCH ITALIA - 30111990 - T;TRS-3411-088.088-B0012;="12341208808800000006";Potential Transformer;TRENCH ITALIA;="30111990";T;PLN_OPERASI;-;TVBs 170;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV MENTENG;-;2 - Good;0;-;0;10.96%
34730;14341108808800000015 - Circuit Breaker - SIEMENS - 15-307354594-E08.QF0/T - T;TRS-3411-088.088-B0012;="14341108808800000015";Circuit Breaker;SIEMENS;="15-307354594-E08.QF0/T";T;PLN_OPERASI;-;DB9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV MENTENG;INDOOR;5 - Critical;1;Pengujian Tahanan Kontak (128.57, 5 - Critical);1;60.59%
34731;15341208808800000025 - Disconnecting Switch - SIEMENS - 15-307354594-E08.QL1 R - RST;TRS-3411-088.088-B0012;="15341208808800000025";Disconnecting Switch;SIEMENS;="15-307354594-E08.QL1 R";RST;PLN_OPERASI;-;SI9;-;150 kV;2015;2018;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;PHT 150KV MENTENG;BUS A (QLA);1 - Very Good;0;-;0;28.57%
34732;CK312508808800000055 - Restricted Earth Fault Relay - GEC ALSTHOM - 627922 H - N;TRS-3411-088.088-B0007;="CK312508808800000055";Restricted Earth Fault Relay;GEC ALSTHOM;="627922 H";N;PLN_OPERASI;REF HV;MCAG 14C;-;150 kV;1997;-;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;(SPARE TRAFO#2);PANEL PROTEKSI;-;0;-;0;0%
34733;15312508808800000026 - Disconnecting Switch - MERLIN GERIN - S. 5226 - RST;TRS-3411-088.088-B0007;="15312508808800000026";Disconnecting Switch;MERLIN GERIN;="S. 5226";RST;SPARE;-;SI TH7;-;150 kV;1996;-;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;(SPARE TRAFO#2);BUS A;-;0;-;0;0%
34734;15312508808800000027 - Disconnecting Switch - MERLIN GERIN - M. 6089 - RST;TRS-3411-088.088-B0007;="15312508808800000027";Disconnecting Switch;MERLIN GERIN;="M. 6089";RST;SPARE;-;ST TH7;-;150 kV;1996;-;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;(SPARE TRAFO#2);ES BUS;-;0;-;0;0%
34735;57312508808800000052 - Differential Relay - GEC ALSTHOM - 627916 H - R;TRS-3411-088.088-B0007;="57312508808800000052";Differential Relay;GEC ALSTHOM;="627916 H";R;PLN_OPERASI;87T;MBCH 12D;-;150 kV;1997;-;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;(SPARE TRAFO#2);PANEL PROTEKSI;-;0;-;0;0%
34736;83341208808800004283 - Compartment - NO DATA - NO DATA - NO;TRS-3411-088.088-B0007;="83341208808800004283";Compartment;NO DATA;="NO DATA";NO;PLN_OPERASI;-;NO DATA;-;-;2000;-;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;(SPARE TRAFO#2);NO DATA;-;0;-;0;0.0%
34737;83341208808800004277 - Compartment - MERLIN GERIN - NO DATA - RST;TRS-3411-088.088-B0007;="83341208808800004277";Compartment;MERLIN GERIN;="NO DATA";RST;PLN_OPERASI;-;ST TH7;-;-;1997;-;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;(SPARE TRAFO#2);DS Bus A QL1 kompartemen 3;-;0;-;0;0.0%
34738;57312508808800000053 - Differential Relay - GEC ALSTHOM - 627911 H - S;TRS-3411-088.088-B0007;="57312508808800000053";Differential Relay;GEC ALSTHOM;="627911 H";S;PLN_OPERASI;87T;MBCH 12D;-;150 kV;1997;-;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;(SPARE TRAFO#2);PANEL PROTEKSI;-;0;-;0;0%
34739;83341208808800004279 - Compartment - MERLIN GERIN - NO DATA - RST;TRS-3411-088.088-B0007;="83341208808800004279";Compartment;MERLIN GERIN;="NO DATA";RST;PLN_OPERASI;-;ST TH7;-;-;1997;-;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;(SPARE TRAFO#2);DS Bus B QL2 kompartemen 4;-;0;-;0;0.0%
34740;57312508808800000054 - Differential Relay - GEC ALSTHOM - 627915 H - T;TRS-3411-088.088-B0007;="57312508808800000054";Differential Relay;GEC ALSTHOM;="627915 H";T;PLN_OPERASI;87T;MBCH 12D;-;150 kV;1997;-;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;(SPARE TRAFO#2);PANEL PROTEKSI;-;0;-;0;0%
34741;83341208808800004282 - Compartment - MERLIN GERIN - NO DATA - RST;TRS-3411-088.088-B0007;="83341208808800004282";Compartment;MERLIN GERIN;="NO DATA";RST;PLN_OPERASI;-;ST TH7;-;-;1997;-;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;(SPARE TRAFO#2);ES QE 2 kompartemen 5;-;0;-;0;0.0%
34742;15312508808800000002 - Disconnecting Switch - MERLIN GERIN - S. 5227 - RST;TRS-3411-088.088-B0007;="15312508808800000002";Disconnecting Switch;MERLIN GERIN;="S. 5227";RST;SPARE;-;SI TH7;-;150 kV;1996;-;-;UITJBB;UPT CAWANG;ULTG KARET;GIS 150KV KEBON SIRIH;(SPARE TRAFO#2);BUS B;-;0;-;0;0%
