No;Nama Aset;ID Functloc;Techidentno;Jenis Aset;Merk;Serial ID;Phasa;Status Asset;Fungsi;Tipe Aset;Daya;Tegangan;Tahun Buat;Tahun Operasi;Status Usia;Unit Induk;Unit Pelaksana;Ultg;Gardu Induk;Bay;Penempatan;AHI;Jumlah Parameter Pemicu;Parameter Pemicu;Jumlah Sub Sistem Pemicu;Kualitas Data
1;24341401801800000002 - Substation Battery - HBL - unit 2/3156299S120002-01A - RST;TRS-3414-018.018-G0001;="24341401801800000002";Substation Battery;HBL;="unit 2/3156299S120002-01A";RST;PLN_OPERASI;-;KPM 212P;-;-;2017;2017;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;GEDUNG;BATERE 110 VDC UNIT 1;2 - Good;0;-;0;42.86%
2;25341401801800000002 - Substation Rectifier - CDP - CD-0511-1-648 - RST;TRS-3414-018.018-G0001;="25341401801800000002";Substation Rectifier;CDP;="CD-0511-1-648";RST;PLN_TIDAK_OPERASI;-;8888;-;-;2005;-;-11;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;GEDUNG;RECTIFIER 110V UNIT 1;-;0;-;0;0%
3;24312701801800000001 - Substation Battery - SAFT - 241018833001;TRS-3414-018.018-G0001;="24312701801800000001";Substation Battery;SAFT;="241018833001";-;PLN_TIDAK_OPERASI;-;SBM 112-2;-;-;1995;-;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;GEDUNG;PROTEKSI;-;0;-;0;0%
4;25341401801800000003 - Substation Rectifier - CDP - CD-0511-1-648 - RST;TRS-3414-018.018-G0001;="25341401801800000003";Substation Rectifier;CDP;="CD-0511-1-648";RST;PLN_OPERASI;-;CD-9R-110/ 48308;-;-;2016;-;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;GEDUNG;RECTIFIER 110V UNIT 1;5 - Critical;2;Pengukuran Thermovisi Recitifer (61.0, 5 - Critical), Pengukuran DC Ground (52.81, 5 - Critical);2;66.67%
5;14312701801800000001 - Circuit Breaker - ALSTHOM - B.016126-5A - RST;TRS-3414-018.018-B0002;="14312701801800000001";Circuit Breaker;ALSTHOM;="B.016126-5A";RST;RUSAK;-;FX.12;-;150 kV;1990;1997;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#1;-;-;0;-;0;0%
6;13312701801800000005 - Current Transformer - ABB - S7576 - S;TRS-3414-018.018-B0002;="13312701801800000005";Current Transformer;ABB;="S7576";S;PLN_TIDAK_OPERASI;U;IH 170 - 14;-;150 kV;1994;1996;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#1;-;2 - Good;0;-;0;37.64%
7;14341401801800000040 - Circuit Breaker - UNINDO - 13313028015 - R;TRS-3414-018.018-B0002;="14341401801800000040";Circuit Breaker;UNINDO;="13313028015";R;PLN_OPERASI;-;GL313F1/4031P;-;150 kV;2018;2020;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#1;BAY CILEGON BARU 1;3 - Fair;0;-;0;80.98%
8;15312701801800000002 - Disconnecting Switch - COELME - 8896/1-8889/2-8897/3 - RST;TRS-3414-018.018-B0002;="15312701801800000002";Disconnecting Switch;COELME;="8896/1-8889/2-8897/3";RST;PLN_OPERASI;-;SDC;-;150 kV;1994;1997;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#1;LINE;2 - Good;0;-;0;85.71%
9;54312701801800000001 - Over Current Relay - GEC ALSTHOM - 372118E - RST;TRS-3414-018.018-B0002;="54312701801800000001";Over Current Relay;GEC ALSTHOM;="372118E";RST;PLN_TIDAK_OPERASI;OCR + GFR;MCGG82;-;150 kV;1995;1997;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#1;PANEL PROTEKSI;-;0;-;0;0%
10;13341401801800000042 - Current Transformer - TRENCH - 2200593 - T;TRS-3414-018.018-B0002;="13341401801800000042";Current Transformer;TRENCH;="2200593";T;PLN_OPERASI;U;IOSK - 170;-;150 kV;2021;2023;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#1;CILEGON BARU #1;2 - Good;0;-;0;44.44%
11;54341401801800000002 - Over Current Relay - TOSHIBA - 8888 - RST;TRS-3414-018.018-B0002;="54341401801800000002";Over Current Relay;TOSHIBA;="8888";RST;PLN_OPERASI;OCR + GFR;GRE110;-;150 kV;2018;-;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#1;PANEL;1 - Very Good;0;-;0;100.0%
12;13341401801800000041 - Current Transformer - ABB - AJ22110481 - S;TRS-3414-018.018-B0002;="13341401801800000041";Current Transformer;ABB;="AJ22110481";S;PLN_OPERASI;U;LB7 - 170;-;150 kV;2022;2023;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#1;CILEGON BARU #1;2 - Good;0;-;0;44.44%
13;57341401801800000001 - Differential Relay - ABB - 8888 - RST;TRS-3414-018.018-B0002;="57341401801800000001";Differential Relay;ABB;="8888";RST;PLN_OPERASI;87L;GRL200;-;150 kV;2018;-;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#1;PANEL;1 - Very Good;0;-;0;100.0%
14;15312701801800000001 - Disconnecting Switch - COELME - 8895/1-8898/9-8896/3 - RST;TRS-3414-018.018-B0002;="15312701801800000001";Disconnecting Switch;COELME;="8895/1-8898/9-8896/3";RST;PLN_OPERASI;-;SDC;-;150 kV;1994;1997;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#1;BUS;1 - Very Good;0;-;0;71.43%
15;16312701801800000001 - Lightning Arrester - ABB - 8331169 - R;TRS-3414-018.018-B0002;="16312701801800000001";Lightning Arrester;ABB;="8331169";R;PLN_OPERASI;-;EXLIM R162-AH14 - 70KV;-;150 kV;1996;1997;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#1;BAY PHT;3 - Fair;0;-;0;100.0%
16;CU312701801800000002 - Current Differential Relay - ABB - 2.11E+16 - RST;TRS-3414-018.018-B0002;="CU312701801800000002";Current Differential Relay;ABB;="2.11E+16";RST;PLN_TIDAK_OPERASI;OCR + GFR;DLN910ALNDO;-;150 kV;1996;1997;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#1;PANEL PROTEKSI;1 - Very Good;0;-;0;13.33%
17;14341401801800000001 - Circuit Breaker - UNINDO - 133000000000 - S;TRS-3414-018.018-B0002;="14341401801800000001";Circuit Breaker;UNINDO;="133000000000";S;PLN_OPERASI;-;GL313F1/4031P;-;150 kV;2018;2020;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#1;BAY CILEGON BARU 1;3 - Fair;0;-;0;80.98%
18;13312701801800000003 - Current Transformer - ABB - S7401 - T;TRS-3414-018.018-B0002;="13312701801800000003";Current Transformer;ABB;="S7401";T;PLN_TIDAK_OPERASI;U;IH 170 - 14;-;150 kV;1994;1996;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#1;-;2 - Good;0;-;0;37.64%
19;14341401801800000002 - Circuit Breaker - UNINDO - 13313028015 - T;TRS-3414-018.018-B0002;="14341401801800000002";Circuit Breaker;UNINDO;="13313028015";T;PLN_OPERASI;-;GL313F3/4031P;-;150 kV;2018;2020;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#1;BAY CILEGON BARU 1;3 - Fair;0;-;0;80.98%
20;13312702202200000039 - Current Transformer - ABB - 935687/1 - R;TRS-3414-018.018-B0002;="13312702202200000039";Current Transformer;ABB;="935687/1";R;PLN_TIDAK_OPERASI;U;IH 170 - 14;-;150 kV;2005;2005;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#1;BAY CLGRU;2 - Good;0;-;0;37.64%
21;13341401801800000040 - Current Transformer - ABB - AJ22110459 - R;TRS-3414-018.018-B0002;="13341401801800000040";Current Transformer;ABB;="AJ22110459";R;PLN_OPERASI;U;LB7 - 170;-;150 kV;2022;2023;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#1;CILEGON BARU #1;2 - Good;0;-;0;44.44%
22;91312701801800000003 - Auto Reclose Relay - GEC ALSTHOM - 372100E - RST;TRS-3414-018.018-B0002;="91312701801800000003";Auto Reclose Relay;GEC ALSTHOM;="372100E";RST;PLN_TIDAK_OPERASI;AR;MVTR01;-;150 kV;1995;1997;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#1;PANEL PROTEKSI;-;0;-;0;0%
23;16312701801800000003 - Lightning Arrester - ABB - 8331114 - S;TRS-3414-018.018-B0002;="16312701801800000003";Lightning Arrester;ABB;="8331114";S;PLN_OPERASI;-;EXLIM R162-AH14 - 70KV;-;150 kV;1996;1997;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#1;BAY PHT;2 - Good;0;-;0;100.0%
24;16312701801800000002 - Lightning Arrester - ABB - 8331171 - T;TRS-3414-018.018-B0002;="16312701801800000002";Lightning Arrester;ABB;="8331171";T;PLN_OPERASI;-;EXLIM R162-AH14 - 70KV;-;150 kV;1996;1997;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#1;BAY PHT;2 - Good;0;-;0;100.0%
25;13341401801800000043 - Current Transformer - ABB - GD18/632P158502 - R;TRS-3414-018.018-B0004;="13341401801800000043";Current Transformer;ABB;="GD18/632P158502";R;PLN_OPERASI;P;TAT UA311632P1475;-;150 kV;2019;2019;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#2;BAY CLGRU #2;2 - Good;0;-;0;29.17%
26;14341401801800000041 - Circuit Breaker - ABB - 2GJF1800001529 - R;TRS-3414-018.018-B0004;="14341401801800000041";Circuit Breaker;ABB;="2GJF1800001529";R;PLN_OPERASI;-;PASS MO SBB;-;150 kV;2019;2019;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#2;BAY CILEGON BARU FASA R;3 - Fair;0;-;0;70.59%
27;13341401801800000048 - Current Transformer - ABB - GD18/632P158603 - T;TRS-3414-018.018-B0004;="13341401801800000048";Current Transformer;ABB;="GD18/632P158603";T;PLN_OPERASI;P;TAT UA311632P1475;-;150 kV;2019;2019;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#2;BAY CLGRU #2;2 - Good;0;-;0;29.17%
28;13341401801800000047 - Current Transformer - ABB - GD18/632P158601 - S;TRS-3414-018.018-B0004;="13341401801800000047";Current Transformer;ABB;="GD18/632P158601";S;PLN_OPERASI;P;TAT UA311632P1475;-;150 kV;2019;2019;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#2;BAY CLGRU #2;2 - Good;0;-;0;29.17%
29;54341401801800000003 - Over Current Relay - TOSHIBA - 8888 - RST;TRS-3414-018.018-B0004;="54341401801800000003";Over Current Relay;TOSHIBA;="8888";RST;PLN_OPERASI;OCR + GFR;GRE110;-;150 kV;2018;-;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#2;PANEL;1 - Very Good;0;-;0;100.0%
30;13341401801800000044 - Current Transformer - ABB - GD18/632P158503 - S;TRS-3414-018.018-B0004;="13341401801800000044";Current Transformer;ABB;="GD18/632P158503";S;PLN_OPERASI;P;TAT UA311632P1475;-;150 kV;2019;2019;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#2;BAY CLGRU #2;2 - Good;0;-;0;29.17%
31;57341401801800000002 - Differential Relay - ABB - 8888 - RST;TRS-3414-018.018-B0004;="57341401801800000002";Differential Relay;ABB;="8888";RST;PLN_OPERASI;87L;GRL200;-;150 kV;2018;-;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#2;PANEL;1 - Very Good;0;-;0;100.0%
32;13341401801800000046 - Current Transformer - ABB - GD18/632P158602 - R;TRS-3414-018.018-B0004;="13341401801800000046";Current Transformer;ABB;="GD18/632P158602";R;PLN_OPERASI;P;TAT UA311632P1475;-;150 kV;2019;2019;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#2;BAY CLGRU #2;2 - Good;0;-;0;29.17%
33;14341401801800000003 - Circuit Breaker - ABB - 2GJF1800001529 - S;TRS-3414-018.018-B0004;="14341401801800000003";Circuit Breaker;ABB;="2GJF1800001529";S;PLN_OPERASI;-;PASS MO SBB;-;150 kV;2019;2019;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#2;BAY CILEGON BARU FASA S;3 - Fair;0;-;0;70.59%
34;15341401801800000002 - Disconnecting Switch - ABB - 5000048514-10-002/a-b-c - RST;TRS-3414-018.018-B0004;="15341401801800000002";Disconnecting Switch;ABB;="5000048514-10-002/a-b-c";RST;PLN_OPERASI;-;SDF170;-;150 kV;2019;2019;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#2;BUS;1 - Very Good;0;-;0;42.86%
35;15341401801800000001 - Disconnecting Switch - ABB - 5000048514-10-002/MM1/01 - RST;TRS-3414-018.018-B0004;="15341401801800000001";Disconnecting Switch;ABB;="5000048514-10-002/MM1/01";RST;PLN_OPERASI;-;SDF170;-;150 kV;2017;2019;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#2;LINE;2 - Good;0;-;0;38.1%
36;15341401801800000042 - Disconnecting Switch - ABB - 5000048514-10-002/MMI/02 - RST;TRS-3414-018.018-B0004;="15341401801800000042";Disconnecting Switch;ABB;="5000048514-10-002/MMI/02";RST;PLN_OPERASI;-;SDF170;-;150 kV;2017;2019;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#2;BUS;1 - Very Good;0;-;0;9.53%
37;14341401801800000004 - Circuit Breaker - ABB - 2GJF1800001529 - T;TRS-3414-018.018-B0004;="14341401801800000004";Circuit Breaker;ABB;="2GJF1800001529";T;PLN_OPERASI;-;PASS MO SBB;-;150 kV;2019;2019;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#2;BAY CILEGON BARU FASA T;3 - Fair;0;-;0;70.59%
38;13341401801800000045 - Current Transformer - ABB - GD18/632P158501 - T;TRS-3414-018.018-B0004;="13341401801800000045";Current Transformer;ABB;="GD18/632P158501";T;PLN_OPERASI;P;TAT UA311632P1475;-;150 kV;2019;2019;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;PHT 150KV CILEGON BARU#2;BAY CLGRU #2;2 - Good;0;-;0;29.17%
39;12341401801800000004 - Potential Transformer - TRENCH - 10005975 - R;TRS-3414-018.018-B0001;="12341401801800000004";Potential Transformer;TRENCH;="10005975";R;PLN_OPERASI;-;161SL1 W;-;150 kV;2010;2014;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;TRF K#1 150/11.5KV;BAY TRAFO KONSUMEN 1;2 - Good;0;-;0;53.81%
40;12341401801800000006 - Potential Transformer - TRENCH - 10005976 - T;TRS-3414-018.018-B0001;="12341401801800000006";Potential Transformer;TRENCH;="10005976";T;PLN_OPERASI;-;161SL1W;-;150 kV;2010;2014;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;TRF K#1 150/11.5KV;BAY TRAFO KONSUMEN 1;2 - Good;0;-;0;53.81%
41;13312701801800000008 - Current Transformer - TRENCH - 27829/080/023 - S;TRS-3414-018.018-B0001;="13312701801800000008";Current Transformer;TRENCH;="27829/080/023";S;PLN_OPERASI;U;IOSK170;-;150 kV;2013;2014;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;TRF K#1 150/11.5KV;BAY KTT;2 - Good;0;-;0;44.44%
42;12341401801800000005 - Potential Transformer - TRENCH - 10005974 - S;TRS-3414-018.018-B0001;="12341401801800000005";Potential Transformer;TRENCH;="10005974";S;PLN_OPERASI;-;161SL1 W;-;150 kV;2010;2014;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;TRF K#1 150/11.5KV;BAY TRAFO KONSUMEN 1;2 - Good;0;-;0;53.81%
43;14312701801800000002 - Circuit Breaker - ALSTHOM - B. O16 16-5 - RST;TRS-3414-018.018-B0001;="14312701801800000002";Circuit Breaker;ALSTHOM;="B. O16 16-5";RST;PLN_TIDAK_OPERASI;-;FX.12;-;150 kV;1990;1997;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;TRF K#1 150/11.5KV;-;-;0;-;0;0%
44;13312701801800000007 - Current Transformer - TRENCH - 27829/080/017 - R;TRS-3414-018.018-B0001;="13312701801800000007";Current Transformer;TRENCH;="27829/080/017";R;PLN_OPERASI;U;IOSK170;-;150 kV;2013;2014;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;TRF K#1 150/11.5KV;BAY KTT;2 - Good;0;-;0;44.44%
45;13312701801800000009 - Current Transformer - TRENCH - 27829/080/023 - T;TRS-3414-018.018-B0001;="13312701801800000009";Current Transformer;TRENCH;="27829/080/023";T;PLN_OPERASI;U;IOSK170;-;150 kV;2013;2014;-;UITJBB;UPT CILEGON;ULTG CILEGON;GI 150KV ALINDO;TRF K#1 150/11.5KV;BAY KTT;2 - Good;0;-;0;44.44%
46;12341209809800000030 - Potential Transformer - TRENCH ITALIA - 30099072 - S;TRS-3412-098.098-B0001;="12341209809800000030";Potential Transformer;TRENCH ITALIA;="30099072";S;PLN_OPERASI;-;TCVT 170;-;150 kV;2014;2015;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;BUSBAR A 150KV;BUSBAR A 150kV;2 - Good;0;-;0;46.11%
47;12341209809800000029 - Potential Transformer - TRENCH ITALIA - 30099070 - S;TRS-3412-098.098-B0002;="12341209809800000029";Potential Transformer;TRENCH ITALIA;="30099070";S;PLN_OPERASI;-;TCVT 170;-;150 kV;2014;2015;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;BUSBAR B 150KV;BUSBAR B 150kV;2 - Good;0;-;0;46.11%
48;24312509809800000004 - Substation Battery - SAFT - 241099833002;TRS-3412-098.098-G0001;="24312509809800000004";Substation Battery;SAFT;="241099833002";-;DIGUDANGKAN;-;KPM 250P;-;-;1992;1981;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;GEDUNG;BATTERY 48VDC UNIT 1 SCADA;-;0;-;0;0%
49;24312509809800000002 - Substation Battery - SAFT - 24.20110714.02/31-02804-01 - RST;TRS-3412-098.098-G0001;="24312509809800000002";Substation Battery;SAFT;="24.20110714.02/31-02804-01";RST;PLN_OPERASI;-;SBM 208-2;-;-;2009;2011;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;GEDUNG;BATTERY 110VDC UNIT 1;-;0;-;0;0%
50;25312509809800000001 - Substation Rectifier - ASEA - 7178483 - RST;TRS-3412-098.098-G0001;="25312509809800000001";Substation Rectifier;ASEA;="7178483";RST;PLN_TIDAK_OPERASI;-;YGLH 110-85 MODB;-;-;1981;1981;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;GEDUNG;RECTIFIER 110VDC UNIT 1;-;0;-;0;0%
51;25341209809800000004 - Substation Rectifier - TECHFILL - 1222109 - RST;TRS-3412-098.098-G0001;="25341209809800000004";Substation Rectifier;TECHFILL;="1222109";RST;PLN_OPERASI;-;TF D400 G110-60;-;-;2012;-;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;GEDUNG;RECTIFIER 110VDC UNIT 2;-;0;-;0;0%
52;24312509809800000001 - Substation Battery - SAFT - 24.20110705.01/31-02804-01 - RST;TRS-3412-098.098-G0001;="24312509809800000001";Substation Battery;SAFT;="24.20110705.01/31-02804-01";RST;PLN_OPERASI;-;SBM 208-2;-;-;2009;2011;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;GEDUNG;BATTERY 110VDC UNIT 2;-;0;-;0;0%
53;25312509809800000003 - Substation Rectifier - ASEA - 7178482 - RST;TRS-3412-098.098-G0001;="25312509809800000003";Substation Rectifier;ASEA;="7178482";RST;PLN_TIDAK_OPERASI;-;YGLH 110-85 MODB;-;-;1979;1981;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;GEDUNG;RECTIFIER 110VDC UNIT 2;-;0;-;0;0%
54;CB312509809800000002 - Substation Rectifier - MEP - 251.099.839.001 - RST;TRS-3412-098.098-G0001;="CB312509809800000002";Substation Rectifier;MEP;="251.099.839.001";RST;SPARE;-;TYSI6179;-;-;1979;-;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;GEDUNG;RECTIFIER 48VDC UNIT 1;-;0;-;0;0%
55;25341209809800000005 - Substation Rectifier - CDP - CD-2018-1-49 - RST;TRS-3412-098.098-G0001;="25341209809800000005";Substation Rectifier;CDP;="CD-2018-1-49";RST;PLN_OPERASI;-;CD-9R1101210;-;-;2018;2018;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;GEDUNG;RECTIFIER 110 V UNIT 1;-;0;-;0;0%
56;24312509809800000005 - Substation Battery - SAFT - 241099833001;TRS-3412-098.098-G0001;="24312509809800000005";Substation Battery;SAFT;="241099833001";-;DIGUDANGKAN;-;L310-3782;-;-;1979;-;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;GEDUNG;BATTERY 110VDC UNIT 1;-;0;-;0;0%
57;54341209809800000023 - Over Current Relay - SCHNEIDER - 39532922/08/15 - RSTN;TRS-3412-098.098-B0006;="54341209809800000023";Over Current Relay;SCHNEIDER;="39532922/08/15";RSTN;PLN_OPERASI;OCR + GFR;MICOM P123;-;150 kV;2015;-;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;KOPEL BUS 150KV;PANEL PROTEKSI;-;0;-;0;0%
58;14312509809800000019 - Circuit Breaker - ASEA - 7342643 - RST;TRS-3412-098.098-B0006;="14312509809800000019";Circuit Breaker;ASEA;="7342643";RST;PLN_TIDAK_OPERASI;-;HPL 170/2501;-;150 kV;1984;-;-25;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;KOPEL BUS 150KV;SWITCHYARD;-;0;-;0;0%
59;12312509809800000028 - Potential Transformer - ASEA - 7340347 - S;TRS-3412-098.098-B0006;="12312509809800000028";Potential Transformer;ASEA;="7340347";S;PLN_TIDAK_OPERASI;-;CPDE 170 F-C;-;150 kV;1983;1992;-23;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;KOPEL BUS 150KV;-;-;0;-;0;0%
60;14341209809800000028 - Circuit Breaker - ALSTOM - 15313005029 - RST;TRS-3412-098.098-B0006;="14341209809800000028";Circuit Breaker;ALSTOM;="15313005029";RST;PLN_OPERASI;-;GL313F1/4031P;-;150 kV;2015;2017;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;KOPEL BUS 150KV;BAY KOPEL;2 - Good;0;-;0;13.53%
61;13341209809800000068 - Current Transformer - TRENCH - 1700514 - S;TRS-3412-098.098-B0006;="13341209809800000068";Current Transformer;TRENCH;="1700514";S;PLN_OPERASI;U;IOSK 170;-;150 kV;2017;2018;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;KOPEL BUS 150KV;KOPEL BUS 2;2 - Good;0;-;0;9.58%
62;13341209809800000050 - Current Transformer - CG - 132008 - S;TRS-3412-098.098-B0006;="13341209809800000050";Current Transformer;CG;="132008";S;PLN_OPERASI;U;IOSK : 170/325/750;-;150 kV;2014;2016;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;KOPEL BUS 150KV;KOPEL BUS 1;2 - Good;0;-;0;41.85%
63;54312509809800000022 - Over Current Relay - ABB - 215828 - RST;TRS-3412-098.098-B0006;="54312509809800000022";Over Current Relay;ABB;="215828";RST;PLN_TIDAK_OPERASI;OCR + GFR;SPAJ140C;-;150 kV;1979;-;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;KOPEL BUS 150KV;PANEL PROTEKSI;-;0;-;0;0%
64;TJ341209809800000002 - Busbar Differential (87B) - ALSTOM - 33445111/01/17 - S;TRS-3412-098.098-B0006;="TJ341209809800000002";Busbar Differential (87B);ALSTOM;="33445111/01/17";S;PLN_OPERASI;BUSPRO CENTRALISED;MICOM P746;-;150 kV;2017;-;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;KOPEL BUS 150KV;PANEL PROTEKSI;-;0;-;0;0%
65;13312509809800000034 - Current Transformer - ASEA - 7342690 - T;TRS-3412-098.098-B0006;="13312509809800000034";Current Transformer;ASEA;="7342690";T;PLN_TIDAK_OPERASI;U;IMBE 170 A1;-;150 kV;1979;1992;-23;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;KOPEL BUS 150KV;-;-;0;-;0;0%
66;13312509809800000029 - Current Transformer - BALTEAU - 55415:AA 11 - T;TRS-3412-098.098-B0006;="13312509809800000029";Current Transformer;BALTEAU;="55415:AA 11";T;RUSAK;U;QDR 170;-;150 kV;1990;2006;-11;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;KOPEL BUS 150KV;-;-;0;-;0;0%
67;15312509809800000021 - Disconnecting Switch - ASEA - 7373599 - RST;TRS-3412-098.098-B0006;="15312509809800000021";Disconnecting Switch;ASEA;="7373599";RST;PLN_TIDAK_OPERASI;-;NSA 170/2500 B;-;150 kV;1979;-;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;KOPEL BUS 150KV;BUS 2;-;0;-;0;0%
68;TJ341209809800000001 - Busbar Differential (87B) - ALSTOM - 33445110/01/17 - R;TRS-3412-098.098-B0006;="TJ341209809800000001";Busbar Differential (87B);ALSTOM;="33445110/01/17";R;PLN_OPERASI;BUSPRO CENTRALISED;MICOM P746;-;150 kV;2017;-;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;KOPEL BUS 150KV;PANEL PROTEKSI;-;0;-;0;0%
69;15312509809800000020 - Disconnecting Switch - ASEA - 7373594 - RST;TRS-3412-098.098-B0006;="15312509809800000020";Disconnecting Switch;ASEA;="7373594";RST;PLN_TIDAK_OPERASI;-;NSA 170/2500 B;-;150 kV;1979;-;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;KOPEL BUS 150KV;BUS 1;-;0;-;0;0%
